nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
connections
from,to,weight,enabled
0,13,0.37055809,1
0,14,-1.7814172,1
0,15,-1.5135319,1
1,13,1.821472,1
1,14,-0.48823637,1
1,15,-0.2302437,1
2,13,-1.7842564,1
2,14,1.8576949,1
2,15,-0.29737398,1
3,13,-0.27385297,1
3,14,0.29252707,1
3,15,1.7416195,1
4,13,1.0012047,1
4,14,-0.16558491,1
4,15,0.81656354,1
5,13,-1.5801063,1
5,14,0.73012509,1
5,15,-1.0905845,1
6,13,-0.42367487,1
6,14,-1.0904055,1
6,15,-0.94999648,1
7,13,-0.455459,1
7,14,0.23587488,1
7,15,-1.0143495,1
8,13,-0.91456514,1
8,14,1.2476775,1
8,15,-1.672653,1
9,13,-0.93728729,1
9,14,1.7185734,1
9,15,0.71541733,1
10,13,1.543863,1
10,14,1.4027106,1
10,15,0.35272461,1
11,13,-1.7961218,1
11,14,1.2531026,1
11,15,-1.502948,1
12,13,-0.95948369,1
12,14,0.4127505,1
12,15,1.4330635,1
